NumeroComprobante,FechaFactura,IdItem,NombreProducto,Descripcion,Cantidad,Precio,Total
B0200002786,2026-01-02,555,ISUZU DMAX DEFENSA TRASERA 2014,DEFNESA TRASERA 2 TUBOS,2,14500.0,31824.6
B0200002786,2026-01-02,783,ISUZU DMAX KIT - ESTRIBO EN TUBO 2 1/2,,1,14000.0,15859.2
B0200002786,2026-01-02,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",3,1500.0,5310.0
B0200002787,2026-01-02,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,27262.9
B0200002787,2026-01-02,1102,HIJET PORTA ESCALERA CON SEGURIDAD MODERNO,,1,15500.0,15500.0
B0200002787,2026-01-02,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002787,2026-01-02,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002787,2026-01-02,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002788,2026-01-02,1462,RENAULT MASTER KIT DE DEFENSAS,,1,55000.0,56463.0
B0200002788,2026-01-02,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200002788,2026-01-02,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002789,2026-01-02,1483,JEEP SUZUKI SIDEKICK JUEGO DE DEFENSAS,AÑO 97,1,36000.0,32500.8
B0200002789,2026-01-02,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002789,2026-01-02,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002790,2026-01-03,1175,DESINSTALACION & INSTALACION DE SENSORES,"CAMIONETA POER
DEFENSA FRONTAL & TRASERA",1,10000.0,10000.0
B0200002791,2026-01-03,1092,JUEGO PLATANERA COMPLETO MODERNO 2024-2025,AÑO 2018,1,29500.0,28025.0
B0200002791,2026-01-03,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002791,2026-01-03,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002792,2026-01-03,337,INSTALACION,DEFENSA DELANTERA DAIHATSU MIRA,1,1000.0,1000.0
B0200002793,2026-01-03,294,MODIFICACION,ISUZU DMAX AGREGARLE TUBITOS A DEFENSA FRONTAL,2,3000.0,7080.0
B0200002794,2026-01-06,1092,JUEGO PLATANERA COMPLETO MODERNO 2024-2025,AÑO 2018,1,29500.0,28025.0
B0200002794,2026-01-06,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002794,2026-01-06,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002795,2026-01-06,929,TOYOTA HILUX KIT DEFENSA TRASERA,"AÑO 2016

  DOBLE CABINA",1,14000.0,13300.0
B0200002795,2026-01-06,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002795,2026-01-06,930,TOYOTA HILUX ESTRIBOS,,1,13000.0,13000.0
B0200002795,2026-01-06,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002796,2026-01-06,611,KIT-COMPLETA NISSAN NV 350 MODERNA,"TECHO  ALTO

  AÑO 2018",1,48000.0,44640.0
B0200002796,2026-01-06,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002796,2026-01-06,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002797,2026-01-06,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2020,1,29000.0,25502.6
B0200002797,2026-01-06,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002797,2026-01-06,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002798,2026-01-06,245,PORTA ESCALERAS CHEVROLET N400,AÑO 2023,1,15500.0,14725.0
B0200002798,2026-01-06,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002799,2026-01-07,611,KIT-COMPLETA NISSAN NV 350 MODERNA,"AÑO 2020

  TECHO BAJITO",1,48000.0,44640.0
B0200002799,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002799,2026-01-07,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002800,2026-01-07,337,INSTALACION,ISUZU DMAX AÑO 2016 DEFENSA FRONTAL,1,3500.0,3500.0
B0200002801,2026-01-07,607,KIT DEFENSA NV 200 COMPLETA,"LA PUERTA TRASERA ABRE HACIA LOS LADOS

  AÑO 2020",1,33000.0,31350.0
B0200002801,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002801,2026-01-07,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002802,2026-01-07,607,KIT DEFENSA NV 200 COMPLETA,"LA PUERTA TRASERA ABRE HACIA LOS LADOS

  AÑO 2020",1,33000.0,36993.0
B0200002802,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002802,2026-01-07,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200002803,2026-01-07,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,25502.6
B0200002803,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002803,2026-01-07,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002804,2026-01-07,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,25502.6
B0200002804,2026-01-07,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002804,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002804,2026-01-07,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002805,2026-01-07,588,REPARACION GRADO (C),"Enderizamiento, o  podridos,cambio de partes, choques fuertes, pintura urethano, engomamiento, reinstalacion

 DEFENSA TRASERA HIJET",1,8750.0,8750.0
B0200002806,2026-01-07,607,KIT DEFENSA NV 200 COMPLETA,PUERTA TRASERA ABRE HACIA ARRIBA,1,33000.0,30501.9
B0200002806,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002806,2026-01-07,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002807,2026-01-07,619,KIT-COMPLETA DEFENSA HIJET,AÑO,1,29000.0,32509.0
B0200002807,2026-01-07,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3540.0
B0200002807,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002807,2026-01-07,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200002808,2026-01-07,738,FRENTE PLATANERA DAIHATSU MODERNA.,AÑO 2020,1,15000.0,14250.0
B0200002808,2026-01-07,740,TRASERA PLATANERA DAIHATSU,,1,10000.0,10000.0
B0200002808,2026-01-07,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002808,2026-01-07,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002809,2026-01-07,626,DEFENSA FRONTAL KIA-BONGO K2700,AÑO 2023,1,17000.0,16150.0
B0200002809,2026-01-07,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002809,2026-01-07,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002810,2026-01-07,1338,JUEGO DE LUCES,,1,2000.0,2000.0
B0200002811,2026-01-07,1102,HIJET PORTA ESCALERA CON SEGURIDAD MODERNO,,1,15500.0,14725.0
B0200002811,2026-01-07,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002812,2026-01-08,607,KIT DEFENSA NV 200 COMPLETA,"PUERTA TRASERA ABRE HACIA ARRIBA

  AÑO 2017",1,33000.0,29502.0
B0200002812,2026-01-08,761,BOLA DE JALON 2000 LB (opcional),,1,700.0,700.0
B0200002812,2026-01-08,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002813,2026-01-08,1006,NISSAN FRONTIER JUEGO DE ESTRIBOS,DOBLE CABINA AÑO 2017,1,16500.0,15675.0
B0200002813,2026-01-08,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002814,2026-01-08,607,KIT DEFENSA NV 200 COMPLETA,"PUERTA TRASERA ABRE HACIA ARRIBA

  AÑO 2017",1,33000.0,31350.0
B0200002814,2026-01-08,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002814,2026-01-08,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002815,2026-01-08,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,27550.0
B0200002815,2026-01-08,1102,HIJET PORTA ESCALERA CON SEGURIDAD MODERNO,,1,16500.0,16500.0
B0200002815,2026-01-08,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002815,2026-01-08,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002816,2026-01-09,578,REPARACION GRADO (A),TOWN ACE CAMIONCITO  DEFENSA FRONTAL,1,4800.0,4800.0
B0200002816,2026-01-09,578,REPARACION GRADO (A),TOWN ACE CAMIONCITO DEFENSA TRASERA,1,3800.0,3800.0
B0200002817,2026-01-09,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2012,1,29000.0,27550.0
B0200002817,2026-01-09,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002817,2026-01-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002817,2026-01-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002818,2026-01-09,385,SHINERAY KIT DEFENSA COMPLETA,AÑO 2025,1,33000.0,30501.9
B0200002818,2026-01-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002818,2026-01-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002819,2026-01-09,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2017,1,29000.0,25502.6
B0200002819,2026-01-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002819,2026-01-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002820,2026-01-09,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,AÑO 2020,1,33000.0,29502.0
B0200002820,2026-01-09,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002820,2026-01-09,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002821,2026-01-09,294,MODIFICACION,"DEFENSA DELANTERA ISUZU DMX 
  
 AÑO 2007

AGREGARLE TUBITOS A LA DEFENSA FRONTAL

PLACA 345244",1,3000.0,3540.0
B0200002822,2026-01-09,634,GOMAS,JUEGO DE ESTRIBOS HYUNDAI TERRACAN,1,3000.0,3000.0
B0200002823,2026-01-10,1146,CAMION FORLAND DEFENSA FRONTAL CARA ANCHA,,4,26000.0,113282.832
B0200002823,2026-01-10,800,PORTA PIES PARA CAMION,,4,4000.0,18880.0
B0200002823,2026-01-10,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",4,1500.0,7080.0
B0200002824,2026-01-10,142,DEFENSA FRONTAL DE MITSUBISHI FUSO CARA ANCHA DE 81,AÑO 2027,1,25000.0,23750.0
B0200002824,2026-01-10,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002824,2026-01-10,965,PROTECTOR DE TANQUE,,1,14000.0,13720.0
B0200002824,2026-01-10,562,Materiales de instalacion 2 piezas,"---------------------

Que incluye el KIT!!!!


1-Garantía de 3 años contra oxidación: Te ofrece tranquilidad y confianza.

2-Instalación completa: Asegura un montaje adecuado y profesional.

3-Pintura automotriz (Urethano): Garantiza un acabado excelente y duradero.",1,2500.0,2500.0
B0200002825,2026-01-10,337,INSTALACION,DEFENSA TARSERA NV350  TECHO ALTO,1,1500.0,1500.0
B0200002826,2026-01-10,363,PARILLA HIJET DE TECHO,,1,19500.0,18000.45
B0200002826,2026-01-10,294,MODIFICACION,DOS BARRAS DELANTERA PARA ESCALERAS,1,1500.0,1500.0
B0200002826,2026-01-10,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002827,2026-01-10,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002828,2026-01-10,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2020,1,29000.0,25502.6
B0200002828,2026-01-10,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002828,2026-01-10,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002828,2026-01-10,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002829,2026-01-08,578,REPARACION GRADO (A),TOWN ACE DEFENSA TRASERA,1,4000.0,4000.0
B0200002830,2026-01-10,1462,RENAULT MASTER KIT DE DEFENSAS,,8,55000.0,451704.0
B0200002830,2026-01-10,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",8,4500.0,42480.0
B0200002830,2026-01-10,761,BOLA DE JALON 2000 LB (opcional),,8,750.0,7080.0
B0200002831,2026-01-12,707,ISUZU CARA ANCHA DEFENSA DELANTERA,"AÑO 2008

  CAMA LARGA",1,26000.0,24700.0
B0200002831,2026-01-12,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002831,2026-01-12,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002832,2026-01-12,337,INSTALACION,"TOYOTA HIACE 

 PATA DE UN ESTRIBO",1,500.0,500.0
B0200002833,2026-01-13,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,"DOBLE CABINA

  AÑO 2026",1,33000.0,37382.4
B0200002833,2026-01-13,800,PORTA PIES PARA CAMION,,1,4000.0,4720.0
B0200002833,2026-01-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,885.0
B0200002833,2026-01-13,648,CACHUCHA COMPLETA K2700 DOBLE CABINA,MODIFICACION 4 TUBOS PARA ESCALERA,1,66000.0,76322.4
B0200002833,2026-01-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,5310.0
B0200002834,2026-01-13,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,25000.0,21502.5
B0200002834,2026-01-13,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002834,2026-01-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002834,2026-01-13,1102,HIJET PORTA ESCALERA CON SEGURIDAD MODERNO,,1,16500.0,16500.0
B0200002834,2026-01-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002835,2026-01-13,627,KIT COMPLETO KIA 2700-BONGO 2024!!!,"DOBLE CABINA

  AÑO 2022",1,33000.0,30551.4
B0200002835,2026-01-13,800,PORTA PIES PARA CAMION,,1,4000.0,4000.0
B0200002835,2026-01-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002835,2026-01-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002836,2026-01-13,621,KIT-DEFENSA TOWN ACE COMPLETA! 2024,AÑO 2020,1,33000.0,31350.0
B0200002836,2026-01-13,1127,TOWN ACE CANASTO,,1,22000.0,22000.0
B0200002836,2026-01-13,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002836,2026-01-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002837,2026-01-13,588,REPARACION GRADO (C),NISSAN NV200 DEFENSA FRONTAL,1,9000.0,9000.0
B0200002838,2026-01-13,1102,HIJET PORTA ESCALERA CON SEGURIDAD MODERNO,AÑO 2019,1,15500.0,15019.5
B0200002838,2026-01-13,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002839,2026-01-13,1103,TOWN ACE PORTA ESCALERA CON SEGURIDAD MODERNO,AÑO 2019,1,17500.0,16625.0
B0200002839,2026-01-13,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
B0200002840,2026-01-13,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2011,1,29000.0,25520.0
B0200002840,2026-01-13,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002840,2026-01-13,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002841,2026-01-14,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2019,1,29000.0,25502.6
B0200002841,2026-01-14,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002841,2026-01-14,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002842,2026-01-14,588,REPARACION GRADO (C),"Enderizamiento, o  podridos,cambio de partes, choques fuertes, pintura urethano, engomamiento, reinstalacion

 DEFENSA DELANTERA KIA",1,11900.0,11900.0
B0200002842,2026-01-14,588,REPARACION GRADO (C),"Enderizamiento, o  podridos,cambio de partes, choques fuertes, pintura urethano, engomamiento, reinstalacion

  DEFENSA TRASERA KIA 2700",1,8100.0,8100.0
B0200002843,2026-01-14,607,KIT DEFENSA NV 200 COMPLETA,"PUERTA TRASERA ABRE HACIA LOS LADOS

  AÑO 2020",1,33000.0,31350.0
B0200002843,2026-01-14,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002843,2026-01-14,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002844,2026-01-14,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2016,1,29000.0,27550.0
B0200002844,2026-01-14,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002844,2026-01-14,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002844,2026-01-14,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002845,2026-01-14,619,KIT-COMPLETA DEFENSA HIJET,AÑO 2021,1,29000.0,24751.5
B0200002845,2026-01-14,1420,HIJET TRASERO EXTRA REFORZADO,,1,3000.0,3000.0
B0200002845,2026-01-14,761,BOLA DE JALON 2000 LB (opcional),,1,750.0,750.0
B0200002845,2026-01-14,87,Materiales de instalacion,"---------------------Que incluye el KIT DE DEFENSA!!!!
1-Garantía de 2 años contra oxidación Te ofrece tranquilidad y confianza.
2-Instalación completa Asegura un montaje adecuado y profesional.
3-Pintura automotriz (Urethano) Garantiza un acabado excelente y duradero.",1,4500.0,4500.0
B0200002846,2026-01-15,675,H1 ESTRIBOS (2008-2018),"LLEVA TUBOS DE 2-1/2

  AÑO 2017",1,17500.0,16625.0
B0200002846,2026-01-15,282,MATERIALES DE INSTALACION (1 SOLA PIEZA),"Materiales de instalacion (---------------------

-Garantia contra Oxido de 24 meses.
-Pintura automotriz (Urethano): Garantiza un acabado
excelente y duradero.",1,1500.0,1500.0
